indexid,USER,AGENT,Persuasion Strategy,,
26,What about the features?,It has 14 inch large display size and 1TB HDD disk space. ,3,,
26,It sounds fine to me but I had like to know about the graphics as well.,AMD Radeon 530 (2 GB) graphics card is used in this mode which is an excellent quality. ,3,,
26,How much will I have to pay for this?,It is priced at 2519 EUR. Would you like to purchase it?,3,,
26,I am still not sure. Maybe I am going to wait for some time.,Sure. Please take your time and then decide. ,3,,
26,Thank you for your assistance,You are welcome. ,3,,
27,27,27,,,
27,Hello. I am here to buy a professional camera.,Hello. Please let me know if you have any brand preference. ,0,,
27,It should be either Nikon or Sony but no other brand.,We have both of these brands available. Would you like to be a little more specific about your requirement?,4,,
27,The camera must have more than 20 pixel.,We have one Canon model with 21 pixel camera. It has other good features as well. ,4,,
27,I am not certain about it but I would like to know more about the product before reaching any conclusion.,"The model is Canon EOS-1D Mark III, released in 2004 has a resolution of 5616 x 4992. ",4,,
27,Interesting!! What about its weight?,It weighs 1385 g and is counted as one of the best professional camera in the market. ,4,,
27,How much is the cost?,It will cost you 7999 EUR. ,4,,
27,I would rather like to buy a Nikon camera with that much money.,We have other good models of Canon available in our stock. Would you like me to show it to you?,4,,
27,That won't be necessary 20 pixel camera is my priority.,The Canon model that I suggested you is a very good camera. ,4,,
27,"No, I will wait for Nikon models. If you ever get any information regarding the camera of my requirement, let me know.","Okay, we will keep you updated. ",4,,
27,Thank you for your assistance.,You are welcome. ,4,,
28,28,28,,,
28,Good Evening. Can you show a camera with a high resolution of 5000 or more?,Good Evening. Please let me know if you have any brand or model preference in your mind. ,0,,
28,I want to gift it to my little sister. She is a professional photographer and prefers Sony brand.,Is there any brand other than Sony that you would like to explore?,0,,
28,She won't like the camera if its not Sony's one.,We have one specific model from Canon that best suits for a photographer. Beside that Canon is a well know and popular camera brand. ,5,,
28,"Well, I can decide only if you provide some more details regarding its features.","Sure, Canon EOS-1Ds Mark III comes with a resolution of 5616 x 4992. ",5,,
28,Can you tell me the camera pixel?,Its is a 21 pixel camera and one of the best camera that we have in our stock. ,5,,
28,Are you certain there is no Sony product fulfilling these requests?,The features might vary from model to model but this can be worth all your requirements. ,5,,
28,I can see that but still I would like to know how much will it cost me?,It will cost 7999 EUR. ,5,,
28,OMG! That is too expensive.,"Better quality camera are always slight expensive. 
But if you would like, then we could show some low budget camera as well. ",5,,
28,But I think they won't have this same features.,"Canon has other models also with extraordinary features. If you are interested, I would let you know about them. ",5,,
28,No. its ok. I would buy something else for her.,This model is a well known camera for professional use. You sister will love it. ,5,,
28,I am not sure. But thank you for your assistance.,You are welcome. ,5,,
29,29,29,,,
29,Hi. Please show me the most expensive camera that you have.,Hello. Please let me know if you have any brand or model preference in your mind. ,0,,
29,Can you tell me what brands that you have?,"We have Canon, Nikon and many more brands with us for now. 
Please let us know your preference. ",0,,
29,I would prefer Canon camera.,We have three Canon models costing approximately 8000 EUR. ,2,,
29,"Well, I said expensive but That is just too expensive.",Okay. Then please tell me how much are you willing to spend?,2,,
29,I think 6000 EUR is enough for a camera.,Would you like to explore some other brands apart from Canon?,2,,
29,"Okay, but then suggest me some good brands.",We have Ricoh and Nikon models priced at approx 5000 EUR. ,2,,
29,No. Ricoh will not do at all.,"Okay, so I can tell you more about Nikon D3. ",2,,
29,"Yes, please proceed.",It has a resolution of 4256 x 3184. ,2,,
29,Is this an old model?,"Well, it was launched in the year 2007. ",2,,
29,What about the pixels?,its a 12 pixel camera. ,2,,
29,How much does it weigh?,It weighs 1300 g including battery. ,2,,
29,How much would I have to pay?,It is priced at 4999 EUR only. ,2,,
29,I will buy this one. Thank You.,You are welcome. ,2,,
30,30,30,,,
30,Hi. Show me the latest model of Samsung smartphones.,"Hello. The most latest model I have is from Asus, launched in January 2017. ",0,,
30,I don't think that won't do much.,Asus is one the most leading smartphone in the market these days. ,1,,
30,"Is that so? Okay, then please tell me something about it.",Asus Zenfone 3 Zoom ZE553KL has a massive battery of 5000 mAh. ,1,,
30,"Great, but how is the camera quality?",It has dual primary camera and 13 megapixel secondary camera. ,1,,
30,But what about the slim slots as I want a phone with dual sim slot.,"The model also has a dual slot . It is lightweight, just weighs 170 g. ",1,,
30,How much RAM does it have?,"It has 4 GB RAM. Also, it has inbuilt Radio system. ",1,,
30,How much is the storage capacity of this Asus model?,It has 32 GB internal memory. It comes in beautiful Navy Black colour. ,1,,
30,But I want a Gold colour phone. It looks elegant.,Navy Black is quite in demand among the customers. ,1,,
30,How much is the price?,It will cost you 550 EUR. Would you like to make the purchase?,1,,
30,"I am not sure, I would prefer Gold colour.",We have other model of ASUS in Gold colour. ,1,,
30,No. I would wait for this model only to be available in gold colour. Thank You.,You are welcome. ,1,,
31,31,31,,,
31,Hello. Can you help me regarding a phone?,"Hello, I am here to help you. Please let me know the brand or model name you are looking for. ",0,,
31,Actually I have this picture of a phone but I forgot the model name. Link- https://www.google.com/url?sa=i&url=https%3A%2F%2Fgadgets.ndtv.com%2Fmobiles%2Fnews%2Fblackberry-porsche-design-p9983-graphite-premium-smartphone-launched-671420&psig=AOvVaw1ldICjmOhO8HAIe35KiI1G&ust=1621074890272000&source=images&cd=vfe&ved=2ahUKEwi8opfZ_MjwAhXKNCsKHUxkAhIQr4kDegUIARC1AQ,We have Blackberry Porsche Design P'9983 which looks similar and it is a beautiful phone. ,0,,
31,Is this one available with you?,"We have this models in black, which looks quite elegant. ",4,,
31,When was this model released?,"It was launched in September, 2014. ",4,,
31,It looks good but what about its other features?,It comes with 2100 mAh power battery and has 2 GB RAM. ,4,,
31,Can you provide me a little detail about camera quality?,It has 8 megapixel primary camera and 2 megapixel secondary camera. It also has inbuilt radio system in it. ,4,,
31,That is not up to my expectation. I am looking for a phone with better camera.,We have other models from this brand. Would you like to explore those?,4,,
31,How much does this cost?,It is priced at 590 EUR. Would you like to make the purchase?,4,,
31,I don't think this can come up to my expectations.,We have other brands as well in case you want to explore. ,4,,
31,No. I don't need phone that badly. I just loved the look of that smartphone and That is why wanted to have it.,"You have an excellent choice, this model is quite in demand these days. ",4,,
31,its too much money for almost nothing. None of the features are worth any value. I won't be buying it but thank you for your assistance.,That is ok. You are welcome. ,4,,
32,32,32,,,
32,"Hey, I desire to buy HTC Desire 10 Pro.","Hello. Yes, we have it in our stock. Would you like to have a look at some other brands as well?",0,,
32,"No, I am a fan of HTC and this model is great.",Is there any other specific requirements you are looking for?,4,,
32,"Yes, I also want a phone with big display, almost 500 display size.","The model you asked for has a display size of 400 only. 
Still are you certain you won't like to see other models from HTC?",4,,
32,Oh my bad!! Please go ahead to show me some other phones.,"Here is, HTC U Ultra which has a display size of 513. http://cdn2.gsmarena.com/vv/bigpic/htc-u-ultra.jpg",4,,
32,Nice one!! Is it the latest model?,"It was launched in January 2017 only. Beside, it comes in elegant Brilliant Black colour as well. ",4,,
32,How much is the Internal storage?,"It has 64 GB internal memory and quite lightweight, just 170 g. ",4,,
32,How much RAM does it posses?,"Its fast with 4 GB RAM, holding a battery capacity of 3000 mAh. ",4,,
32,I also want a 2 SIM slot phone.,This model has 2 sim slots and an inbuilt GPS system in it as well. ,4,,
32,That is Great!! How much will I have to pay if I go for this?,It will cost you 750 EUR. ,4,,
32,Well I liked it. Thank You.,You are welcome. ,4,,
33,33,33,,,
33,Good morning. Can you look at this image and let me know which model is it? https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.91mobiles.com%2Fxiaomi-mi-pad-3-price-in-india&psig=AOvVaw1nSrldr4WsiAeapBRtSFrI&ust=1621074963641000&source=images&cd=vfe&ved=2ahUKEwinrZX8_MjwAhVVhUsFHVp9DkcQr4kDegUIARC7AQ,"Good Morning, we have Xiaomi Mi Pad 3 that mirrors its look. Do you want to know more about it?",0,,
33,"Yes, I would like to.","This model is quite fast, having 4 GB RAM. ",0,,
33,How is the battery backup?,It has a massive battery of 6600 mAh power. ,0,,
33,That is good enough.,What purpose are you going to use it?,0,,
33,I like touring places. I expect my phone to have always be handy in that case.,This model has an inbuilt GPS system which would help you to locate your device. ,3,,
33,And what other features it has?,It is available in Champagne gold which is quite appealing. ,3,,
33,Can you put some light on the camera quality?,It has a primary camera of 13 megapixel and secondary camera of 5 megapixel. ,3,,
33,Does it have a good storage capacity?,It has 64 GB internal storage. ,3,,
33,"Well, everything is fine but I only want a latest model.",This model was launched in April 2017 itself and weighs just 328 g. ,3,,
33,But I require a model launched somewhere around 2020.,Would you like to see different models from the same brand launched in 2020?,3,,
33,"No. I need to rethink my decision. Anyways, but thank you for your help.",You are welcome. ,3,,
