User,Sentiment
"Superb, What is its cost?",Neu
"Unfortunately, that's too costly for me. Do you have 64 GB internal memory phone with lower price?",Neg
That is good to know but can't afford it,Neg
What is its color?,Neu
I will take it.,Neu
Thanks a ton,Pos
117,117
"Hi, I am interested in buying a phone.",Neu
"Yes, it should be light weight and should have small screen",Neu
What is its color?,Neu
Can you recommend  black color  light weight and small screen phone?,Neu
But Gold color is not my choice,Neg
What is its price?,Neu
Lovely it is under my budget. I will buy it.,Pos
Thank you so much,Pos
118,118
"Good Evening, I am in urgent need of a phone.",Neu
I don't have any specific mobile in my mind. You suggest me a good phone,Neu
What is its memory?,Neu
What is its price?,Neu
But my budget is less around 300 Euro.  Can you suggest in this range?,Neg
I can't afford it,Neu
What is its color?,Neu
"Lovely, I will buy it.",Pos
Thanks a ton,Pos
119,119
"Hello , can you help me in selecting a phone ?",Neu
 I want to buy a Aquamarine Green color singlesim phone  for my son.,Neu
"I have budget constraints, it should be under 200 Euro",Neu
What is its display size?,Neu
I want a phone which has big display size,Neu
"Perfect, I will take it. Kindly gift wrap it.",Pos
Thanks a ton,Pos
120,26
"Hi, I want to buy a phone",Neu
"Yes, it should have good battery and storage.",Neu
What is its color?,Neu
I am looking for Pearl White color,Neu
I don't find comfortable in carrying red phone ,Neg
What is its cost?,Neu
Ok book this one for me,Neu
Thanks for helping me.,Pos
121,121
"Hello, I want a good phone as I do most of my office work on phone.",Neu
"Yes, battery should lasts long as I travel a lot.",Neu
What is its weight?,Neu
Oh that's a bit heavy. Can you suggest some other phone with light weight,Neg
Yes I understand your point but still I would prefer light weight phone,Neg
What is its color?,Neu
I will take it then,Neu
Thannks a ton. You have been very helpful.,Pos
122,122
"Hey, I want to buy a phone",Neu
"I want to buy U8150 IDEOS by Huawei
",Neu
How is the camera quality?,Neu
That's very good. What is its display screen size?,Neu
what is its color?,Neu
"oh, I want it in silver.",Neg
Silver is my favourite color,Neu
What is its price?,Neu
"Perfect, I will take it. Kindly gift wrap it.",Pos
Thanks a ton,Pos
123,123
"Hi, I am looking for a good phone",Neu
Show me a light weight  nice phone ,Neu
"oh,I don't want Samusng phone. can it be blackberry brand? ",Neg
How is the battery life?,Neu
What is its color?,Neu
What is its cost?,Neu
ok can you book it for me,Neu
Thanks for help,Pos
124,124
I am in urgent need of a phone,Neu
I want a light weight phone with the internal RAM of 64 GB.,Neu
What is its battery?,Neu
"oh that's less,do you have some other brand phone with better battery around 6000 mAH?",Neg
Does it has DualSim?,Neu
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
125,125
"Hello , can you help me in selecting a phone ?",Neu
I want to buy a phone that is small in size.,Neu
How much does it cost?,Neu
My budget is limited. Do you any Smartphone less than 150 euro,Neg
It's out of my  budget. Do you have any other phone in cheaper price?,Neg
What color is it available?,Neu
"Okay, I will buy it then.",Neu
Thanks a lot for teaching me its operation.,Pos
126,126
"Hi, I want to buy a phone whose battery lasts for two days.",Neu
My requirements are good battery life and good camera,Neu
I want something under 350 Euro,Neu
What is its Display Size?,Neu
Oh I want small display size phone,Neg
Yes but I don't find comfortable holding it in my hand.,Neg
What is its cost?,Neu
"Okay, can you pack this phone?",Neu
Thanks for help,Pos
127,127
"hi,can you help me in choosing a good phone ?",Neu
it should be multisim phone and 2017 launched phone,Neu
how much does it cost ? ,Neu
what is it's color ? ,Neu
"oh , is it possible in black? ",Neg
Yes but grey is not favorite of me.,Neg
ok can you book it for me,Neu
Thanks for help,Pos
128,128
"Hi, I want to buy a  mobile. ",Neu
I am looking for a simple phone simply with good battery life,Neu
What is its price?,Neu
That's out of my budget. Do have any phone under 200 Euro,Neg
It is a bit costly for me.My budget is 200,Neg
Sounds perfect. I will buy it.,Pos
It was nice interacting with you. Thanks for your patience and help.,Pos
129,129
"Hello, I want to buy a best selling model phone.",Neu
"Yes, i need a phone with DualSim in less cost",Neu
What is its memory?,Neu
That is too less. Can you suggest a phone with 6 GB Ram and being widely used.,Neg
I need 6 GB phone only,Neg
What is its cost?,Neu
Sounds good to me. I will take it.,Pos
Thanks a lot for your patience and time.,Pos
130,130
"Hi, can you please help me in selecting a phone?",Neu
I want to buy a phone with 13MP primary camera,Neu
What is its internal RAM?,Neu
Oh that is too less,Neg
But I want a phone with 64GB internal RAM and good camera,Neg
How much does it cost ? ,Neu
Okay book this model for me.,Neu
Thanks for helping me.,Pos
131,131
"Good Evening, I am looking for a trending phone",Neu
 I need to have a phone that has less weight and good battery life.,Neu
What is its color?,Neu
Whta is its internal RAM?,Neu
oh that's too less. I want at least 16 GB internal RAM,Neg
Yeah but I need more space for smooth functioning of the phone,Neg
What is its price?,Neu
"Okay, I will take this phone.",Neu
thanks a ton,Pos
132,132
"Hello , can you help me in selecting a phone ?",Neu
I want a Onyx Black colored dualsim phone.,Neu
what is its camera quality?,Neu
Oh that's too less. I take many pictures too,Neg
Yes I understand but these days we take photos from phone only,Neg
what is its cost?,Neu
"Okay, I will take this phone.",Neu
You are a very good salesman. Thanks a lot,Pos
133,133
"Hello, I am in search of  a good phone.",Neu
it should have big display and high memory.,Neu
"No, that's all",Neu
What is its Primary Camera?,Neu
Oh I need 16 MP or more camera phone,Neg
But still I would go for 16 MP+ camera phone,Neg
What is its cost?,Neu
What is its weight,Neu
"Okay, I like this phone. Pack it for me.",Neu
Thanks a lot for your time,Pos
134,134
"Hi, I want to buy a phone",Neu
It should be Vivo company and good memory,Neu
What is its memory?,Neu
"Superb, What is its cost?",Neu
"Unfortunately, that's too costly for me. Do you  have phone with same specification at lower price?",Neg
That is good to know but can't afford it,Neu
What is its color?,Neu
I will take it.,Neu
Thanks a ton,Pos
135,135
"hi,can you help me in buying a phone ?",Neu
it should have good camera and battery capacity,Neu
how much does it cost ? ,Neu
what is it's color ? ,Neu
 Is it possible in Green? ,Neg
ok can you book black color for me,Neu
Thanks for help,Pos
136,136
"Good Evening, I am looking for a  phone which is trending these days",Neu
 I need to have a phone that has high internal RAM of 64 GB and good battery life.,Neu
What is its color?,Neu
Whta is its weight?,Neu
That's a bit on lighter side. Do you have something in more weight?,Neg
Yeah but I want heavy weight phone coz it incorporates many features in it ,Neg
What is its price?,Neu
"Okay, I will take this phone.",Neu
thanks a ton,Pos
137,137
"hi,can you help me in buying a phone ?",Neu
it should have radio facility and battery should be long lasting,Neu
how much does it cost ? ,Neu
What is its weight?,Neu
oh that's a bit heavy. I want light weight phone. ,Neg
ok can you book IT for me,Neu
Thanks for help,Pos
138,138
"hi, I want to buy a new phone",Neu
It should have OS android and multi sim features,Neu
what is its cost?,Neu
what color is it?,Neu
"Oh, is it possible to get in Black color?",Neg
but I would prefer in Black,Neg
what's the price?,Neu
"Okay, I will book it",Neu
Thanks a lot ,Pos
139,139
"Hey, I am looking for a good phone",Neu
It should be 2016 released year phone with good internal RAM and high primary camera quality,Neu
What is the price?,Neu
What is its OS?,Neu
Oh I have heard And has unattractive interface .I want Bla Operating phone,Neg
But I am comfortable with Bla Operating phone,Neg
What is the cost?,Neu
ok can you book it  for me,Neu
Thanks for help,Pos
140,140
"Hey, can you help me in buying a new phone?",Neu
I want to buy a gps phone with good memory backup.,Neu
Does it has good camera ?,Neu
Does it has DualSim feature?,Neu
what is it's cost ? ,Neu
"oh,It is too costly for me. Can you suggest some other phone in cheaper price?",Neg
My budget restricts me to buy this phone,Neu
ok can you book Oit for me,Neu
Thanks a lot for your time,Pos
141,141
"Hello, I want to buy a new phone.",Neu
I want to buy a phone with good secondary camera quality and less weight ,Neu
What is its battery?,Neu
What color is it?,Neu
what is its released year?,Neu
What is its price?,Neu
It is too costly for me. Do you have something in less?,Neg
I have budget constraints,Neg
What is its price?,Neu
ok can you book it for me,Neu
Thanks a lot for your time,Pos
142,142
I am looking for GPS Operated phone,Neu
Its cost should be under 300 Euro,Neu
What is its weight?,Neu
That's cool. I hope it has good memory too,Pos
Ah that seems less for me.Can you suggest some other affordable phone with higher memory?,Neg
I understand but I need more space for multitasking,Neg
Sounds good to me. Pack this for me.,Pos
Thanks a ton for your time and help,Pos
143,143
I wanna buy a phone which fulfills all my requirements.,Neu
My first requirement is that I need a phone which has an excellent camera.,Neu
How much memory does it offer?,Neu
And how about the primary Camera?,Neu
oh that seems less..What other phones do you have if I want more storage?,Neg
How much is it for?,Neu
Does it also has Dual SIM option?,Neu
"Okay, can you pack this phone?",Neu
It was nice talking to you. Thanks a lot for your help.,Pos
144,144
"Hi, I am looking for a phone",Neu
"I want a android operating smart phone, with good battery life.",Neu
Looks nice. How’s the battery life?,Neu
what is its price?,Neu
"Oh, that's too costly for me. Do you have something under 220 Euro?",Neg
I understand but my pocket does not allow that,Neg
"okay, I will buy it.",Neu
Thanks for help,Pos
145,145
"Hi, I am in need of a good phone",Neu
 I want to buy a black colorlight weight symbian phone ,Neu
How's the camera quality of this phone?,Neu
oh it is quite less compared to other phone. I want a mobile with higher MP,Neg
What is its cost?,Neu
Ok book this one for me,Neu
Thanks for helping me.,Pos
146,146
"Hi, I want to buy a mobile. ",Neu
I am looking high internal RAM with small display size,Neu
What is its price?,Neu
Its too costly for me. Can you suggest any other phone in my budget,Neg
I have a really tight budget. Kindly suggest some other phone,Neg
Sounds perfect. I will buy it.,Pos
It was nice interacting with you. Thanks for your patience and help.,Pos
147,147
"Good Morning, I am looking for a phone",Neu
"Hi, I want to buy Samsung phone with good battery life. ",Neu
What is its display size?,Neu
Oh that's too big. I don't feel comfortable carrying big phone.,Neg
what is its primary camera?,Neu
What is its cost?,Neu
That's cool. I will take it. Can I pay it by card?,Pos
Thanks for your help.,Pos
148,148
I am looking for a new phone. Can you suggest some?,Neu
"Yes, RAM storage and picture quality should be good as I like clicking pics. One more thing its OS should be Android",Neu
Does Radio works on it?,Neu
Oh I often listen to Radio. This phone does not have.I want radio to work  on my phone.,Neg
What is its memory?,Neu
"Sounds good. Pack this for me,",Pos
Thanks a ton.,Pos
149,149
"Good Evening, I want to buy a phone",Neu
"Yes, I want to buy a multiSim mobile.",Neu
GPS and Radio should work on it.,Neu
What is its cost?,Neu
Sorry this phone is not in my budget.It is a bit costly. Can you recommend some other phone in less cost?,Neg
But I have limited money.,Neg
Sounds perfect. Book this for me.,Pos
Thank you so much for all your help.,Pos
150,150
"Hello , can you help me in selecting a phone ?",Neu
I want to buy Model Iconia Tab A501 by AcerPhone.,Neu
