USER,User Sentiment (-1 to 1)
"No thanks, book my phone. The laptop is too expensive. When the price fall, I'll order.",-1
Thank you so much.,-1
51,
"Hello, may you please assist me in purchasing a phone?",0
"I'm not sure about the specs, but I'd like to have one for my kid, so please show me one with a lot of battery life and 6GBRAM.",0
It should be in the range of 400 EUR.,0
Tell me more of its feature?,0
What colour is it?,0
"All is well, except for the battery.",-1
"Okay, so reserve this product for me.",1
I want to buy a laptop also.,0
"Yes, will you please tell me more about the Apple MacBook Air?",0
What is the cost?,0
"No thanks, the price of my phone and laptop is too high. When the price fall, I'll buy it.",1
Thank you so much.,-1
52,
"Good morning, I'd like to purchase a phone.",0
"I'm looking for a camera that clicks decent images, and it should be from the Oppo brand.",0
I want a phone with a 4000 mAh battery and 6 GB of RAM.,0
Please provide me with the details of its specifications.,0
"Wow, what a great set of functions. What is the cost?",0
It is prohibitively costly. Can you have any exclusive offers?,-1
The cost is excessive.,-1
Please show me another with a price range of 300 EUR.,0
Tell me its features.,0
Its characteristics are inferior to those of the previous one.,0
"Thank you, so I'll buy it in a few days when the price drops.",-1
"No, thank you.",-1
53,
Hello there! I'd like to purchase a phone.,0
"I'm not sure what the exact specifications are, but you can buy it here. I only have one picture of the item: Do you have this:  https://fdn2.gsmarena.com/vv/bigpic/oppo-f3-plus.jpg",0
Could you please describe the features to me?,0
What is the cost?,0
What about the colour?,0
"Okay, it's fine with me. Please make a reservation for me.",1
"Yes, I want to purchase a Nikon camera also.",0
I want something under 200EUR.,0
And tell me more features of it.,0
Please reserve both the phone and the camera for me.,1
Thank you.,1
54,
Hello there! I want to buy a smartphone for my brother.,0
"Will you please show me a phone with unique colour?  He wants something other than black, white and gray.",0
I would like to see how it looks.,0
Really I found it gorgeous. What about the model name and other features?,0
The RAM must be of 1 GB or more.,0
Do you have any idea about the camera? Because it is specially for my brother's online classes.,0
Awesome!! How much does it weigh?,0
How much is the internal memory?,0
I don't think it is sufficient for him to keep notes.,-1
I am not sure because he also wants to have 2 sim slots.,-1
That is good but I still can't buy it.,-1
Not now. Thank you for your help.,-1
55,
"Hi, I want to buy a laptop for my son.",0
"Yes, I want to buy a Huawei MateBook 13 for him.",0
"Yes, I would like to know the features of the laptop.",0
The display size is okay. My son is a gamer and he wants a better graphics.Can you tell me about the graphics card.,0
According to you is this a good laptop for him?,0
"Okay, then please book it for me.",1
"Yes, I am also looking for a good smartphone for heavy data usage as well.",0
I don't have any brand preference. Suggest me something that you would buy for yourself.,0
Yes! I want 4 gb of RAM.,0
What about its features?,0
Wow!! its great.,0
"Yes, reserve both the product for me.",1
Thank you for your help.,1
56,
Good Evening. I want to buy a smartphone.,0
I want to buy Vivo X7 Plus. I had a Vivo phone earlier.,0
Good!! Can you help me know about its features?,0
Can you help me know a bit about camera? Because my previous Vivo phone just nailed the camera performance. I hope for the same.,0
What about the RAM and display size?,0
How much is its Internal memory?,0
I would like to have the black colour. Do you have that available with you?,0
Gold looks like an old model. Black is classy.,-1
No. I think black colour would look better.,-1
"Fine, I am trusting your words. Kindly book it for me.",1
Thank you for your help.,1
57,
"Hi, can you help me out?",0
"I have a picture of a smartphone which I want to buy. So, will you please help me with the details?",0
"here is it 
https://jawalplus.com/wp-content/uploads/2017/09/Vertu-Aster.jpg",0
What colour is it?,0
Is this a good brand?,
I would like to know the features.,0
What about the camera quality?,0
That is good enough for me.,1
How much does it weigh?,0
What is the price?,0
What! It is extreamly expensive.,-1
I get it. But I don't think this is a good choice.,1
"Okay, I will buy it. Can you book this for me?",0
Thank you for your help.,1
58,
"Good morning, I want to buy a laptop. Will you please help me with that?",0
"Actually, I have my eyes set on a particular model - Dell XPS 13 9380. Do you have this?",0
What about its processor?,0
How much is the disk space?,0
Do you have any ratings for this product?,0
How much will it cost?,0
It is quite expensive. Is there any discount available?,-1
"Still, it is out of my budget.",-1
Okay! Kindly book it for me.,1
"Yes, I also want to buy a tablet.",0
"Yes, I want to buy Samsung Galaxy Google Nexus 10 (2013 Edition) for heavy gaming.",0
Great! what is the price?,0
Okay! Book it also with the laptop.,1
Thank you for your assistance.,1
59,
Good morning. I am here to buy a smartphone,0
"Look, I just want a normal phone for my grandfather's birthday.",0
He need a smartphone for calling and surfing Internet.,0
Yes! I want 2GB of RAM and minimum 16 GB of storage.,0
What about its rating?,0
Do you have a picture of the phone?,0
What colour is this?,0
"Yes, I can see that. You have surprised me.",0
Is this a recent launch?,0
Wow. I didn't know about it. How much will I have to pay for this?,0
That is good. But I can't afford this. I only have 300 EUR.,-1
That is ok. I will wait for the discount offers.,-1
Thank you for helping me to find out about this amazing phone.,-1
60,
"Good Evening, I would like to buy a phone.",0
"Yes, my friend bought this 
Samsung Galaxy S9 Smartphone from here. Here is the link;
https://www.movienewz.com/wp-content/uploads/2018/10/Best-Phones-2019-8.jpg Do you have this?",0
"Well, I loved the colour of the smartphone. Do you have the same colour?",0
"Great, but this is not the only feature I am looking for.",0
My friend loved the look of the phone so much that she didn't even inquired about the features of the phone but I Would like to know about them as well.,0
Can you be a little more specific about the features?,0
How about the storage?,0
And what is the price.,0
But I don't think these features are worth 350 EUR.,-1
"Still, it is too expensive.",-1
"No, actually I can't afford this. So, I will wait for some good deal.",-1
"No, I don't have any urgency. Thank you for your help!!",-1
61,
"Hi, I am here to buy Sony Xperia Z5 Premium Dual.",0
"Yeah, what about battery capacity?",0
Does it have a  more than 2 GB of RAM?,0
Cool!! What about the camera?,0
That is awesome!!. What is the display size?,0
What is the storage capacity.,0
What is the weight of the phone? I hope it is a lightweight phone.,0
Can you show me how it looks?,0
Good. Which colour is this?,0
"No, I do not like this colour. I want this in black.",-1
"No, I like the features of this model only. I will wait for it to be available in black.",-1
No. thank you for your assistance.,-1
62,
"Hi, can you please show me a good laptop for my brother?",0
He will go for Asus.,0
"Yup,my brother like to watch movies so, the display must be around 17-18 inch.",0
What is its display size?,0
What about the other features?,0
Does it have good graphics for High Graphics movies?,0
Any review about this product?,0
No problem!! How much will it cost?,0
Do you think my brother will like this?,0
"Okay, then please book it for me.",1
Okay!! Thank you.,1
63,
"Hi, do you have Dell XPS 13 9380?",0
Is this a promising product?,0
Wow!! That is awesome. How about the features?,0
How much does it cost?,0
Is there any discount?,0
"Great!! With the money I will save, I can also look for a low budget phone.",0
I would like to buy Vodafone Smart N8,0
Will it look attractive in this colour?,0
"Right, it will be unique.",0
"Yes, How much will I have to pay for this?",0
Okay. I am willing to buy both of them.,1
Thank you.,1
64,
Good afternoon.,0
"Actually, I saw an amazing phone in a party which I want to buy.",0
It was Sony Ericsson.,0
I would like some kind of blue shade.,0
"Yes!! This is the phone, I am looking for.",0
Can you tell me about its features?,0
How is the camera quality?,0
Not bad but still I am not sure to get it.,-1
How much does it cost?,0
The product is better than my expectations so I will buy it.,1
Thank you for your help.,1
65,
"Hi, will you please assist me buying a camera?",0
I would like to buy a Canon camera.,0
I want Canon EOS-1Ds Mark III model.,0
Is this a good model?,0
What about other features?,0
What about the pixel?,0
What is the price of this Canon model?,0
That is too expensive for me to buy.,-1
"No, I don't think I can buy this right now. I will consider this later.",-1
That will be okay i will get it soon.,-1
That is good to know. Thank you.,-1
66,
"Hello, I want to buy a smartphone from here.",0
Can you let me know the model. If I show you a picture?,0
Here it is;  https://fdn2.gsmarena.com/vv/bigpic/motorola-backflip-motus.jpg,0
"I have Sony Xperia S, which was released in January, 2012. It looks quite similar.",0
What are the colours in your stock for this model?,0
