USER,Persuasion Strategy
It should be in the range of 400 EUR.,2
Tell me more of its feature?,2
What colour is it?,2
"All is well, except for the battery.",2
"Okay, so reserve this product for me.",2
I want to buy a laptop also.,2
"Yes, will you please tell me more about the Apple MacBook Air?",2
What is the cost?,2
"No thanks, the price of my phone and laptop is too high. When the price fall, I'll buy it.",2
Thank you so much.,2
52,
"Good morning, I'd like to purchase a phone.",0
"I'm looking for a camera that clicks decent images, and it should be from the Oppo brand.",1
I want a phone with a 4000 mAh battery and 6 GB of RAM.,1
Please provide me with the details of its specifications.,1
"Wow, what a great set of functions. What is the cost?",1
It is prohibitively costly. Can you have any exclusive offers?,1
The cost is excessive.,1
Please show me another with a price range of 300 EUR.,1
Tell me its features.,1
Its characteristics are inferior to those of the previous one.,1
"Thank you, so I'll buy it in a few days when the price drops.",1
"No, thank you.",1
53,
Hello there! I'd like to purchase a phone.,0
"I'm not sure what the exact specifications are, but you can buy it here. I only have one picture of the item: Do you have this:  https://fdn2.gsmarena.com/vv/bigpic/oppo-f3-plus.jpg",4
Could you please describe the features to me?,4
What is the cost?,4
What about the colour?,4
"Okay, it's fine with me. Please make a reservation for me.",4
"Yes, I want to purchase a Nikon camera also.",4
I want something under 200EUR.,4
And tell me more features of it.,4
Please reserve both the phone and the camera for me.,4
Thank you.,4
54,
Hello there! I want to buy a smartphone for my brother.,2
"Will you please show me a phone with unique colour?  He wants something other than black, white and gray.",2
I would like to see how it looks.,2
Really I found it gorgeous. What about the model name and other features?,2
The RAM must be of 1 GB or more.,2
Do you have any idea about the camera? Because it is specially for my brother's online classes.,2
Awesome!! How much does it weigh?,2
How much is the internal memory?,2
I don't think it is sufficient for him to keep notes.,2
I am not sure because he also wants to have 2 sim slots.,2
That is good but I still can't buy it.,2
Not now. Thank you for your help.,2
55,
"Hi, I want to buy a laptop for my son.",2
"Yes, I want to buy a Huawei MateBook 13 for him.",2
"Yes, I would like to know the features of the laptop.",2
The display size is okay. My son is a gamer and he wants a better graphics.Can you tell me about the graphics card.,2
According to you is this a good laptop for him?,2
"Okay, then please book it for me.",2
"Yes, I am also looking for a good smartphone for heavy data usage as well.",2
I don't have any brand preference. Suggest me something that you would buy for yourself.,2
Yes! I want 4 gb of RAM.,2
What about its features?,2
Wow!! its great.,2
"Yes, reserve both the product for me.",2
Thank you for your help.,2
56,
Good Evening. I want to buy a smartphone.,0
I want to buy Vivo X7 Plus. I had a Vivo phone earlier.,4
Good!! Can you help me know about its features?,4
Can you help me know a bit about camera? Because my previous Vivo phone just nailed the camera performance. I hope for the same.,4
What about the RAM and display size?,4
How much is its Internal memory?,4
I would like to have the black colour. Do you have that available with you?,4
Gold looks like an old model. Black is classy.,4
No. I think black colour would look better.,4
"Fine, I am trusting your words. Kindly book it for me.",4
Thank you for your help.,4
57,
"Hi, can you help me out?",0
"I have a picture of a smartphone which I want to buy. So, will you please help me with the details?",0
"here is it 
https://jawalplus.com/wp-content/uploads/2017/09/Vertu-Aster.jpg",0
What colour is it?,0
Is this a good brand?,1
I would like to know the features.,1
What about the camera quality?,1
That is good enough for me.,1
How much does it weigh?,1
What is the price?,1
What! It is extreamly expensive.,1
I get it. But I don't think this is a good choice.,1
"Okay, I will buy it. Can you book this for me?",1
Thank you for your help.,1
58,
"Good morning, I want to buy a laptop. Will you please help me with that?",0
"Actually, I have my eyes set on a particular model - Dell XPS 13 9380. Do you have this?",1
What about its processor?,1
How much is the disk space?,1
Do you have any ratings for this product?,1
How much will it cost?,1
It is quite expensive. Is there any discount available?,1
"Still, it is out of my budget.",1
Okay! Kindly book it for me.,1
"Yes, I also want to buy a tablet.",1
"Yes, I want to buy Samsung Galaxy Google Nexus 10 (2013 Edition) for heavy gaming.",1
Great! what is the price?,1
Okay! Book it also with the laptop.,1
Thank you for your assistance.,1
59,
Good morning. I am here to buy a smartphone,0
"Look, I just want a normal phone for my grandfather's birthday.",2
He need a smartphone for calling and surfing Internet.,2
Yes! I want 2GB of RAM and minimum 16 GB of storage.,2
What about its rating?,2
Do you have a picture of the phone?,2
What colour is this?,2
"Yes, I can see that. You have surprised me.",2
Is this a recent launch?,2
Wow. I didn't know about it. How much will I have to pay for this?,2
That is good. But I can't afford this. I only have 300 EUR.,2
That is ok. I will wait for the discount offers.,2
Thank you for helping me to find out about this amazing phone.,2
60,
"Good Evening, I would like to buy a phone.",0
"Yes, my friend bought this 
Samsung Galaxy S9 Smartphone from here. Here is the link;
https://www.movienewz.com/wp-content/uploads/2018/10/Best-Phones-2019-8.jpg Do you have this?",4
"Well, I loved the colour of the smartphone. Do you have the same colour?",4
"Great, but this is not the only feature I am looking for.",4
My friend loved the look of the phone so much that she didn't even inquired about the features of the phone but I Would like to know about them as well.,4
Can you be a little more specific about the features?,4
How about the storage?,4
And what is the price.,4
But I don't think these features are worth 350 EUR.,4
"Still, it is too expensive.",4
"No, actually I can't afford this. So, I will wait for some good deal.",4
"No, I don't have any urgency. Thank you for your help!!",4
61,
"Hi, I am here to buy Sony Xperia Z5 Premium Dual.",1
"Yeah, what about battery capacity?",1
Does it have a  more than 2 GB of RAM?,1
Cool!! What about the camera?,1
That is awesome!!. What is the display size?,1
What is the storage capacity.,1
What is the weight of the phone? I hope it is a lightweight phone.,1
Can you show me how it looks?,1
Good. Which colour is this?,1
"No, I do not like this colour. I want this in black.",1
"No, I like the features of this model only. I will wait for it to be available in black.",1
No. thank you for your assistance.,1
62,
"Hi, can you please show me a good laptop for my brother?",0
He will go for Asus.,0
"Yup,my brother like to watch movies so, the display must be around 17-18 inch.",2
What is its display size?,2
What about the other features?,2
Does it have good graphics for High Graphics movies?,2
Any review about this product?,2
No problem!! How much will it cost?,2
Do you think my brother will like this?,2
"Okay, then please book it for me.",2
Okay!! Thank you.,2
63,
"Hi, do you have Dell XPS 13 9380?",0
Is this a promising product?,1
Wow!! That is awesome. How about the features?,1
How much does it cost?,1
Is there any discount?,1
"Great!! With the money I will save, I can also look for a low budget phone.",1
I would like to buy Vodafone Smart N8,1
Will it look attractive in this colour?,1
"Right, it will be unique.",1
"Yes, How much will I have to pay for this?",1
Okay. I am willing to buy both of them.,1
Thank you.,1
64,
Good afternoon.,0
"Actually, I saw an amazing phone in a party which I want to buy.",1
It was Sony Ericsson.,1
I would like some kind of blue shade.,1
"Yes!! This is the phone, I am looking for.",1
Can you tell me about its features?,1
How is the camera quality?,1
Not bad but still I am not sure to get it.,1
How much does it cost?,1
The product is better than my expectations so I will buy it.,1
Thank you for your help.,1
65,
"Hi, will you please assist me buying a camera?",0
I would like to buy a Canon camera.,1
I want Canon EOS-1Ds Mark III model.,1
Is this a good model?,1
What about other features?,1
What about the pixel?,1
What is the price of this Canon model?,1
That is too expensive for me to buy.,1
"No, I don't think I can buy this right now. I will consider this later.",1
That will be okay i will get it soon.,1
That is good to know. Thank you.,1
66,
"Hello, I want to buy a smartphone from here.",0
Can you let me know the model. If I show you a picture?,4
Here it is;  https://fdn2.gsmarena.com/vv/bigpic/motorola-backflip-motus.jpg,4
"I have Sony Xperia S, which was released in January, 2012. It looks quite similar.",4
What are the colours in your stock for this model?,4
"But, I like black colour. Do you have that in your stock?",4
White is okay for me but what about the camera features?,4
